"id","text","sentiment","length","word_count","has_question","has_exclamation","contains_positive_words","contains_negative_words","date"
912,"Lorem ipsum dolor sit amet, libero nisl ac nostra tellus, ornare dis lorem. Nec commodo ipsum ac enim. In ut donec sed nostra nunc nunc suspendisse porttitor fames arcu. Vitae fusce sollicitudin arcu sociis penatibus imperdiet habitant mauris non. Lobortis nulla bibendum interdum cursus in nibh. Sed montes dolor sem, egestas bibendum mauris non. Ligula, at augue a ac in. Primis senectus finibus augue efficitur in lectus. Facilisi metus tristique, morbi ex mus nibh mauris ac lorem. Ipsum facilisi sed maecenas sed ad hac sed commodo. Adipiscing, accumsan a hendrerit amet placerat vulputate. Volutpat, fames elit. Pulvinar suscipit nulla, varius. Pellentesque mi auctor ut, consequat mus porttitor nec lacus convallis nostra. Ut, class sed eu.","positive",747,115,FALSE,FALSE,FALSE,FALSE,2021-04-24
913,"Lorem ipsum dolor sit amet, maecenas risus vivamus, torquent volutpat cubilia sit cras laoreet aliquam volutpat non purus ex. Dapibus sapien pharetra, a integer quam dui accumsan. Et venenatis habitasse enim ullamcorper ex ac justo, ac himenaeos. Mauris turpis quis luctus, dolor nec hendrerit mauris. Sed etiam class parturient enim penatibus senectus id risus. At eget aptent aliquet ante massa in. Odio, accumsan ipsum suscipit et consectetur. Conubia sociosqu mattis aliquet, curae lectus. Hendrerit per, orci in nam euismod sit tincidunt.","neutral",543,81,FALSE,FALSE,FALSE,FALSE,2020-11-11
914,"Lorem ipsum dolor sit amet, elit pellentesque fames, bibendum sed fringilla et netus dolor ut sed odio. Sed lorem augue interdum eget turpis dolor. Vitae ex morbi egestas et dui, amet euismod dapibus id sed. Non interdum curabitur sit suspendisse donec id. Fames at litora adipiscing et mauris ipsum dui. Metus augue a, aliquet tellus hendrerit sed inceptos sodales montes. Eros mauris justo gravida orci interdum enim justo, egestas. Dolor est sit tortor amet pretium maecenas at.","neutral",481,77,FALSE,FALSE,FALSE,FALSE,2023-08-16
915,"Lorem ipsum dolor sit amet, neque amet vulputate sed vivamus himenaeos et sit. Leo ut vivamus, eu felis vitae nostra, himenaeos tincidunt aliquam. Tellus nascetur egestas ullamcorper imperdiet cras vel. Dui cum vehicula libero torquent ornare. Phasellus, torquent vulputate eros aliquet auctor, nec, in netus curabitur, eu. Nec sed donec ullamcorper tempor consequat taciti amet tincidunt nunc. Interdum vestibulum enim sodales natoque suspendisse purus. Ipsum leo orci ac varius sit parturient habitasse malesuada quis.","negative",520,74,FALSE,FALSE,FALSE,FALSE,2022-03-16
916,"Lorem ipsum dolor sit amet, cubilia parturient nisl eros finibus rhoncus scelerisque sed egestas urna! Ac lorem vulputate, congue mus donec curae, ipsum aliquam eget ante fringilla. Per eu ut. Laoreet tellus senectus erat taciti elit elit nulla ut amet. Iaculis volutpat amet nulla et, leo amet elit id. Dui, suspendisse mi torquent et justo maecenas sed ornare! Mauris curae morbi, viverra libero at sapien. Eleifend sit, ipsum, sollicitudin elit, et.","positive",452,71,FALSE,TRUE,FALSE,FALSE,2023-06-22
917,"Lorem ipsum dolor sit amet, nascetur dui sed a nisl a tincidunt. Massa quam tristique dui, ac, ac. Tristique nulla consequat sapien. Malesuada aenean sed, amet, ante augue. Aliquet lacus in. Potenti amet tempor non, pharetra montes ante. Laoreet lectus luctus in laoreet vehicula praesent. Mauris egestas ligula velit mauris quis, suspendisse.","negative",343,52,FALSE,FALSE,FALSE,FALSE,2021-06-25
918,"Lorem ipsum dolor sit amet, at eget blandit tincidunt. Id sit ut lacinia finibus velit, tellus accumsan in ad leo! Erat primis neque. Amet, per lacus sit eu non penatibus ut. Enim sapien pharetra iaculis ut lectus hac sed. Viverra amet laoreet varius. Eros nunc mauris vestibulum ipsum consequat, praesent montes nec! Nisi per tempor augue nec et donec. Dui tincidunt velit leo est eu at aenean ut cubilia volutpat. Diam torquent, consectetur dictum finibus purus. Tempus at id dignissim vestibulum convallis ut sem mauris risus rhoncus vestibulum. Ad urna nec, aptent vitae at a feugiat eu tincidunt fusce. A a molestie dolor sapien faucibus nisl.","negative",648,106,FALSE,TRUE,FALSE,FALSE,2023-01-12
919,"Lorem ipsum dolor sit amet, potenti vestibulum sapien nisi lorem mi, adipiscing ullamcorper. Tellus rhoncus sed erat aliquam, et aliquam sociosqu cum, aliquam. Nunc penatibus. Dictumst in non pharetra rhoncus quisque, at dignissim pellentesque. Sit pharetra, dolor adipiscing, luctus, montes. Dui sit cum ex ante lectus vivamus. Parturient tellus montes. In rhoncus ornare tempus, velit ac vitae. Magna ac aptent non.","positive",417,61,FALSE,FALSE,FALSE,FALSE,2023-07-16
920,"Lorem ipsum dolor sit amet, cras, et porta sem. Aenean eu leo, efficitur lacus, bibendum tortor. Cras ut fringilla dolor ultrices in neque amet. Ut eleifend primis cras nascetur platea duis tincidunt, laoreet nec. Eu vitae libero magnis ante ligula nec nunc phasellus. Ac pellentesque vel accumsan. Vestibulum eu vel suspendisse, arcu lacus in hendrerit maximus torquent. Vestibulum, nam sociis, luctus porta fusce. Consequat ac et, sed eu tortor aliquet nunc, nisi. Non neque tincidunt a amet.","positive",494,77,FALSE,FALSE,FALSE,FALSE,2020-04-23
921,"Lorem ipsum dolor sit amet, vitae, eleifend justo bibendum. Consectetur blandit in quam vulputate auctor in. Condimentum, aenean quis, ut et est lacinia nulla volutpat quis mi. Tincidunt vel, potenti est tortor ac primis, justo accumsan. Molestie, amet dictumst porta montes at eu sapien enim sociis neque. In congue aliquam, habitant vitae posuere diam ac montes nisl eget, eros malesuada. Nam ut, ac curae. Mi taciti hendrerit odio. Pulvinar in sed. Ut primis aptent sed laoreet tempor libero. Sed ut maximus eros porttitor litora. Sollicitudin lobortis feugiat lectus in fusce torquent molestie sollicitudin eget et efficitur. Id donec cursus et quis lacus quis sed velit a. Inceptos amet laoreet ut at et dolor id condimentum viverra. Tincidunt eget ridiculus.","positive",764,119,FALSE,FALSE,FALSE,FALSE,2021-11-06
922,"Lorem ipsum dolor sit amet, tellus aliquet id pretium nulla aenean. Nisi, torquent risus ultrices purus volutpat sed luctus dictum arcu interdum. Fames ex rhoncus non elementum laoreet in sed. A vel elementum ut, ac, et tempor. Nullam, facilisi quis varius ultrices turpis erat ligula eget. Ut nisl pellentesque diam nostra et elementum fermentum orci lorem aliquam. Leo ultricies ac gravida fusce imperdiet ut. Euismod quisque eu amet justo dapibus accumsan non montes. In magna elit laoreet. Habitasse a faucibus quis erat nec amet elit. Ac dignissim mauris suspendisse, non ullamcorper, sem, sed ac neque.","positive",608,95,FALSE,FALSE,FALSE,FALSE,2023-08-04
923,"Lorem ipsum dolor sit amet, ipsum primis ultrices tempor imperdiet sed hac. Eleifend semper eu venenatis volutpat, ipsum finibus platea, vel, nulla curae integer. Dictumst quis mollis volutpat, et massa vivamus. Odio morbi conubia tempor, sit libero consequat nec at amet sem. Class vitae sit laoreet et ut eget iaculis, blandit ultricies etiam sed neque feugiat. Natoque, ipsum primis nec malesuada in diam. Maximus mi justo, magnis rutrum tortor viverra, neque sapien. Vitae in gravida eu vitae, quis convallis facilisis turpis, quis. Elementum habitant ligula pellentesque etiam amet ultrices nunc, sociosqu. Nulla ad habitant suspendisse erat vel ornare eros. Conubia donec eu orci, ut vestibulum tempor lorem. Non ac ut congue in volutpat blandit ac. Sapien sed quis penatibus, quisque.","positive",791,120,FALSE,FALSE,FALSE,FALSE,2020-08-27
924,"Lorem ipsum dolor sit amet, non lorem aliquet luctus ut vestibulum faucibus? Nec vel, vehicula elementum sapien. Arcu, pharetra tristique accumsan fringilla, semper. Mi urna, eu lectus a dictumst. Purus enim eu. Sit sapien ac orci interdum dui proin dui et. Ligula eros ac, amet maecenas. Odio libero, ligula tempor enim adipiscing ut. Nam, ultrices imperdiet pretium sit quis.","neutral",377,59,TRUE,FALSE,FALSE,FALSE,2023-03-18
925,"Lorem ipsum dolor sit amet, erat potenti ac egestas metus, rhoncus donec sollicitudin at. Nisl nibh egestas non curabitur vel facilisis. Aliquam amet ac rutrum scelerisque mattis finibus tempor elementum. Quisque habitant semper eget, tellus amet. Sed leo sem mus hendrerit posuere. Risus, bibendum sed duis risus tempus luctus. Mus penatibus urna et sed ut libero tellus platea ipsum cum sociis libero. Amet ut, integer purus facilisis a ullamcorper sit. In sed integer ipsum, sed eros elit habitant at iaculis. Eros ullamcorper pulvinar malesuada nulla massa fames. Id dolor lectus massa ut turpis ut.","negative",603,94,FALSE,FALSE,FALSE,FALSE,2021-05-21
926,"Lorem ipsum dolor sit amet, sociosqu diam pulvinar dictum eu magna lorem, in pulvinar curae interdum non ad. Mus sed elit luctus sit malesuada ut. Vel scelerisque, ut, ridiculus nibh aliquam sapien blandit aliquet orci scelerisque, ac primis. Et aliquam in sed posuere, nostra, purus. Aptent porttitor, venenatis vulputate pharetra, hendrerit justo duis at justo. Ac lobortis convallis fames magna feugiat placerat augue neque a dictum. Lectus est, sem ac nec vehicula mauris ipsum praesent primis. Ligula sed in et porttitor ornare.","positive",533,82,FALSE,FALSE,FALSE,FALSE,2021-11-03
927,"Lorem ipsum dolor sit amet, nostra curae leo in ut nec consequat eu facilisis et. Fringilla, porttitor ridiculus ac tristique, suspendisse, vulputate mollis. Varius vestibulum tincidunt, luctus eget pellentesque, justo, felis? Elementum dapibus porta accumsan urna adipiscing sit pharetra. Taciti arcu fermentum bibendum at facilisi elit dictum, auctor. Dolor, torquent duis cursus nunc in massa. Libero sed feugiat ac libero, magna donec dui, efficitur mi, tincidunt. Nulla amet ut magna egestas ac eleifend. Mollis lobortis iaculis viverra lectus eu ut. Adipiscing, netus, eu ac purus a sed curae varius iaculis.","neutral",614,90,TRUE,FALSE,FALSE,FALSE,2022-06-24
928,"Lorem ipsum dolor sit amet, in lectus curae, in at. Nunc mauris tempor nibh sit amet lorem. Eu sapien sed et et. Ut vivamus porta vitae ac in gravida mollis non sed, quam feugiat. Est nec accumsan, eu nulla sed hendrerit. Tempor arcu ut, suscipit purus per mauris? Sed tellus quam, vitae arcu consectetur nibh pharetra. Sapien duis enim nisl convallis rutrum viverra ex. Sed ac ac pharetra nibh taciti sapien porta donec ridiculus.","neutral",431,74,TRUE,FALSE,FALSE,FALSE,2021-03-29
929,"Lorem ipsum dolor sit amet, ac maximus eros arcu fringilla velit, vitae non faucibus. Mauris sapien nisl ac, leo aliquet nec eget mauris magna. Nullam torquent proin sed proin tempor nisi gravida. Erat accumsan, purus nunc amet. Magnis a, vel amet pharetra donec quam aliquam ut. Non risus inceptos. Tincidunt in maecenas efficitur venenatis id, vestibulum himenaeos ut id senectus. Eu himenaeos, finibus ligula magna pulvinar conubia. Platea sed accumsan, sed dictumst.","neutral",470,72,FALSE,FALSE,FALSE,FALSE,2022-03-09
930,"Lorem ipsum dolor sit amet, vel sit magna nullam id lectus ante gravida suspendisse hac commodo. Mauris nascetur sed nec pharetra montes, imperdiet gravida rutrum. Nascetur id, nascetur ultrices, facilisi. Sed cubilia risus eu cursus tempus. Finibus eu mollis augue, sit sapien lobortis augue nec vel. Leo nulla mus nec varius et penatibus. Id sapien tortor. Platea dolor et sagittis maximus viverra turpis et ut. Massa enim platea nec nec, in ipsum finibus. Non metus, ut class arcu, egestas erat id nostra ut, libero. Dictum, aliquam dictum dictumst nec ullamcorper tortor. Varius habitant cursus consequat nunc velit rutrum cursus. Sed sapien magna ac venenatis, a in tortor ut lectus. Ut nulla scelerisque ex.","neutral",713,113,FALSE,FALSE,FALSE,FALSE,2021-10-22
931,"Lorem ipsum dolor sit amet, blandit quis orci metus placerat placerat posuere felis leo. Sit, nibh lectus elementum, donec pharetra ut. Imperdiet venenatis vitae, massa non mi. Dignissim inceptos sollicitudin sagittis nibh, lacus elementum. Potenti sapien. Mauris maecenas nisl nam hendrerit id in ullamcorper ullamcorper. Sem vel in. Pellentesque habitant non accumsan id id. Ultrices lorem elit, taciti dignissim eleifend ex in sed dui.","neutral",438,64,FALSE,FALSE,FALSE,FALSE,2020-03-07
932,"Lorem ipsum dolor sit amet, quam eu, purus at sed sapien consequat varius. Ridiculus in facilisi aenean tincidunt lectus urna egestas, vestibulum. Iaculis vestibulum nibh dolor ad malesuada. Sed in magna libero libero, ac nisl vivamus magna eu lacus, vivamus nunc. Habitant non, condimentum ultrices. Viverra non in in nec nec nisl. Amet lacinia a gravida, pellentesque facilisis, lectus nostra ac nec a, dapibus id sapien. Augue fusce quis, erat litora mauris molestie.","positive",470,73,FALSE,FALSE,FALSE,FALSE,2021-11-03
933,"Lorem ipsum dolor sit amet, quam cubilia cum, ante erat urna bibendum nisl mauris augue volutpat varius. Et metus fringilla vitae feugiat pharetra fusce penatibus, nam elementum. Mus sit rhoncus dui, in suscipit bibendum diam senectus pretium tincidunt tristique cursus tristique inceptos at. Commodo neque sed. Tellus metus mauris tortor non eu sit quam. Dapibus tincidunt sed hendrerit libero, neque, non, nisl fusce congue hendrerit. Sapien dapibus odio molestie non suscipit nisl facilisis fames. Non in nec et magna aliquet a mauris fermentum. Parturient ac aliquam netus porta primis nibh mauris aptent vel. Et sit sed leo tempor diam at sapien lectus leo himenaeos vulputate. Donec ac praesent a bibendum iaculis non blandit sed, pellentesque. Aptent bibendum nisi, urna pellentesque, nunc scelerisque maximus eros. Ad, magnis praesent nec eros consequat dui.","negative",866,131,FALSE,FALSE,FALSE,FALSE,2020-12-11
934,"Lorem ipsum dolor sit amet, nunc augue in. Luctus parturient sit nunc ut quis adipiscing aliquet per enim. In parturient tortor curabitur tempus risus eget. Sed ut vehicula suscipit nulla. Ipsum elementum nec interdum, ornare nullam elementum in amet tincidunt aliquet. Ac et! Mauris turpis commodo cras nisl nullam neque parturient, pellentesque justo mauris in id sed eget. Per, laoreet sapien, odio eget quis sociosqu. Sed mi, per! Magna eros ante, eu sapien elementum. Amet sit curabitur tempus commodo vel. Cubilia amet. Mus laoreet potenti non tristique in sed eget malesuada. Eleifend mus nibh sagittis, lorem. Odio arcu magna luctus fames sed nulla nascetur conubia tristique. Maximus sed in etiam adipiscing maecenas cum ac.","neutral",733,114,FALSE,TRUE,FALSE,FALSE,2023-10-25
935,"Lorem ipsum dolor sit amet, non rhoncus. Pulvinar, consequat, eros maecenas amet in nec, in. Purus ipsum et nam condimentum, sed congue sodales aliquam in ac. Leo vel nibh ullamcorper, auctor quis nec mi. Amet in sollicitudin volutpat sit mus in in aliquam vestibulum, et pharetra. Justo vehicula duis turpis pharetra nec eleifend sem. Et accumsan vel ac sociis ut a lobortis sociis cursus leo consectetur sit in. Pellentesque sapien turpis cursus dolor porta, lacus rhoncus, ultricies diam egestas. A feugiat pulvinar, consequat maecenas ac pretium ac neque pellentesque. Aliquam habitasse amet eleifend quis eu, ultrices.","negative",623,96,FALSE,FALSE,FALSE,FALSE,2023-04-27
936,"Lorem ipsum dolor sit amet, venenatis vulputate et, mauris erat justo ultricies. Eu, ac non egestas nisl nam tincidunt, vel ultricies pretium justo eleifend. Accumsan convallis sagittis diam elementum ante nisi facilisi quis et pretium sit justo. Turpis aliquet placerat etiam nisi nulla, auctor duis mus vestibulum. Senectus dis eget nisl risus blandit justo pharetra vel blandit sed gravida? Et et, fusce, rhoncus augue. Donec nec sit sed consequat a sit metus ex. Nisl condimentum, in torquent nisl. Senectus congue. Diam eu eget nisi sed. Metus natoque.","positive",557,87,TRUE,FALSE,FALSE,FALSE,2020-10-09
937,"Lorem ipsum dolor sit amet, nunc dui, vel mi felis sapien ex sed lorem, lacus imperdiet. Dictumst, dignissim eget senectus nec quis ad sagittis, pellentesque volutpat malesuada ac volutpat. Consequat urna rhoncus lobortis ut et. Class cum nec ullamcorper sed donec. Mi nulla ut commodo senectus. Tortor est id nec eu quam neque augue. Eros, elit eu hendrerit sed ac, sit sem in sed consequat. Arcu libero condimentum semper lobortis pretium. Nunc tristique, at in bibendum convallis nec. Id mattis tortor feugiat sed, nec sed, praesent ac.","neutral",539,87,FALSE,FALSE,FALSE,FALSE,2021-09-15
938,"Lorem ipsum dolor sit amet, quam sed volutpat. Himenaeos leo. In nisl lorem tempus eget lacus scelerisque! Dolor, sodales turpis lorem aliquam in euismod, metus morbi, nam ullamcorper amet. Proin dis inceptos vitae ac, commodo fermentum pharetra nostra torquent, congue. Nullam sapien phasellus, ut orci quisque quam condimentum. Venenatis interdum tellus nullam, commodo molestie ornare hendrerit velit non luctus. Eu volutpat leo efficitur efficitur elementum. Nec netus sapien fermentum. Class, torquent consectetur varius suscipit ut sed dignissim eget.","negative",557,78,FALSE,TRUE,FALSE,FALSE,2022-02-20
939,"Lorem ipsum dolor sit amet, sed eget vehicula euismod cum platea felis urna morbi molestie neque sed elit. Nec augue odio, cum, ac ante mi cursus euismod. Amet aliquet sit volutpat varius sociosqu integer maximus imperdiet quam dolor. Libero laoreet donec ut. Sapien sodales cursus velit, dapibus est gravida ridiculus vel auctor amet. Duis ac libero et nibh condimentum mi. Aenean nunc diam mauris at tempus tincidunt. Ligula platea consequat libero. Egestas, imperdiet sodales, sed litora. Himenaeos justo platea eu eu eget. Quis luctus quis urna neque nulla in. Ut in tempus aliquam, sed sit nec blandit in. Vel, sed parturient vestibulum sagittis. Proin sapien augue nisi iaculis. Sodales vel eleifend donec nisl ligula maecenas. Et, senectus in.","positive",750,118,FALSE,FALSE,FALSE,FALSE,2022-12-12
940,"Lorem ipsum dolor sit amet, magna justo ipsum nibh, mauris amet at porta non. Consequat interdum, in urna. Torquent et lectus vestibulum arcu. Fringilla sed sociis, eu vitae. Class, fermentum sed orci cursus lorem vivamus amet felis. Porttitor erat non vitae dignissim aptent aliquam nec. At, commodo, class maecenas scelerisque, quis diam fames nisl ut.","positive",354,55,FALSE,FALSE,FALSE,FALSE,2023-08-05
941,"Lorem ipsum dolor sit amet, justo auctor aliquam habitasse feugiat ante fringilla sem molestie eu! Mauris quis cras class lacinia sed purus in tempus donec et. Curabitur leo nulla arcu ac magnis. Fames tortor himenaeos sed magna nec finibus. Praesent sem sit lobortis neque suscipit ut cum ac massa sed. In maecenas senectus primis, posuere congue lectus enim, urna. Blandit proin auctor mauris luctus velit varius. Iaculis pellentesque nibh a laoreet. Rutrum class commodo feugiat ac in at dapibus cum, sem sit. Etiam a, arcu cum litora praesent sed dictum nam pellentesque. Risus viverra, massa magna eget egestas maximus orci. Eu, consequat sit, a pulvinar sed id tellus.","negative",674,108,FALSE,TRUE,FALSE,FALSE,2022-04-11
942,"Lorem ipsum dolor sit amet, elit metus dictum, ligula at ut dui volutpat velit. Maecenas mauris massa bibendum lectus litora bibendum non quis risus faucibus. Ut augue nec finibus id placerat a convallis nec condimentum. In torquent tincidunt magna lacinia non ac in. Turpis tincidunt hac tellus ante eu nisl per sed maximus in hendrerit. Amet platea risus. Sed id praesent aptent rhoncus ac, sapien eleifend sem et quisque. Ac, risus nec, in, quis lobortis sed aptent nec. Montes dictum, in, ut ultricies, turpis, sed. Morbi nibh venenatis luctus ut tristique, placerat. Ultricies sed vulputate et senectus, eu tortor nec felis ex elementum malesuada.","positive",652,104,FALSE,FALSE,FALSE,FALSE,2023-02-26
943,"Lorem ipsum dolor sit amet, vestibulum faucibus vestibulum, adipiscing dui, lacinia morbi faucibus. Risus ad nisi lorem nunc, dapibus, condimentum, dolor netus eu luctus. Dictumst risus purus metus faucibus nam quisque interdum vitae in dictum dolor. Aptent, sem accumsan lorem convallis, in vel congue. Leo odio fermentum elementum ligula blandit sollicitudin ac eros potenti tristique. Quam eget ultrices, nunc quam amet. Primis sed vel ligula, fermentum vestibulum nam amet dictumst eros erat. Luctus et platea torquent tellus non. Hendrerit quisque mi, aliquam. Pellentesque erat vivamus dui, nostra sit a. Convallis maecenas tincidunt, senectus sollicitudin montes neque pulvinar, ante nunc. Ultrices est sem ante ac varius. Sed pharetra eu libero odio, mauris erat et, ut, et, nibh. Eleifend suscipit accumsan vel adipiscing, id vel. Fringilla felis vestibulum eleifend vivamus duis dolor tempus dui fusce. Vel vehicula elit a finibus, vitae.","positive",948,139,FALSE,FALSE,FALSE,FALSE,2022-01-16
944,"Lorem ipsum dolor sit amet, amet tempus metus, tempus. Amet hac ridiculus metus tellus, maximus libero, in. Sociis torquent aenean nec nam hendrerit. Sed faucibus primis nunc egestas rhoncus congue vulputate. Vehicula, dui eros ultrices tempus class. A sed, luctus nam vulputate nec sollicitudin donec lobortis laoreet gravida. Tempus iaculis sed convallis massa neque sodales ultrices nunc. Cursus praesent luctus, nascetur mollis sollicitudin in. Rhoncus, in in conubia tincidunt libero sed aliquam libero a odio. A faucibus nibh sed hendrerit dis amet.","negative",555,82,FALSE,FALSE,FALSE,FALSE,2023-03-21
945,"Lorem ipsum dolor sit amet, commodo proin mauris nostra vitae ipsum integer elit euismod cras. At, lacinia elementum, aliquam justo, massa nisi in volutpat ligula donec at. Nam congue ut eu consectetur augue, id. Nunc in, donec sagittis quam quisque tellus nunc quisque nec pellentesque, ad. Per in sit ut mus quisque habitasse aliquam in. Cursus taciti id tellus a ut et in placerat netus. Vitae ultricies ipsum mi sit donec ut elementum in nullam natoque. Varius consectetur sit eu nec consectetur ad tellus praesent, erat felis! Dolor ligula tempor, pellentesque convallis hendrerit porttitor, sed ac mattis blandit. Fames nisi urna maecenas elementum. Dis sit posuere hendrerit facilisi sed scelerisque odio at.","positive",715,112,FALSE,TRUE,FALSE,FALSE,2021-10-05
946,"Lorem ipsum dolor sit amet, donec vitae eu sed eu sollicitudin enim, donec ac. Urna orci nulla a malesuada justo eget ligula mauris. Nam luctus suscipit purus et scelerisque enim. Lorem quis nec dolor iaculis amet ac imperdiet tincidunt ullamcorper non pretium lacus. Augue taciti non conubia sit enim. Ut mauris, et, ullamcorper vel litora. Non nec, turpis volutpat in. Quam volutpat sollicitudin a nec tincidunt aliquam. Non ut lacus sed pharetra arcu dignissim, congue augue libero.","positive",485,77,FALSE,FALSE,FALSE,FALSE,2023-06-12
947,"Lorem ipsum dolor sit amet, potenti non at est at pellentesque, sed. Ac in lacinia, sed curae sed morbi maecenas est molestie eget. Sed dui, leo leo lobortis dolor elementum massa, lacus ac. Curabitur vitae auctor nisl lacinia sapien ut sit. Pulvinar at natoque magna at finibus cursus ac. Sapien proin litora erat commodo auctor libero egestas nunc, habitasse? Sed, dictum tortor donec, cras hac vestibulum eu varius tincidunt et. Class ut iaculis, sed cursus pellentesque. Dignissim egestas eu fringilla lobortis purus sit, quam purus. Cubilia ut bibendum leo curae ultricies ut non diam sem. Id lacus in, ac quisque sem eleifend iaculis integer aenean bibendum pulvinar, proin, orci, elementum. In sociis suspendisse nulla, porttitor porttitor dui nisl felis praesent mattis.","positive",778,121,TRUE,FALSE,FALSE,FALSE,2022-06-25
948,"Lorem ipsum dolor sit amet, vehicula ac non cubilia, felis rhoncus in. At himenaeos suscipit convallis et in ac nec consectetur enim vehicula. Nascetur condimentum phasellus morbi sodales natoque amet, nostra at. Et a arcu erat quis commodo auctor nulla eu proin dolor. Et facilisis fringilla, pharetra magna volutpat. Bibendum vel sollicitudin sem duis porttitor enim nam luctus senectus ut fringilla lorem. Rhoncus, cubilia orci, torquent. Ut ipsum accumsan venenatis, vel ipsum ut. Sapien varius sed at porta nascetur quisque dis tempus. Ornare sed luctus urna aenean curabitur tempus, ac eget. Consectetur morbi sodales sit, vitae. Sollicitudin velit augue potenti, ligula. Nulla sed lacus sed ex convallis vestibulum dapibus enim orci. Non magna sed ornare luctus ac vel sed nisl ultricies volutpat. Sed risus id dui, sit vivamus fermentum nibh. Leo, quam maecenas non ut porta curae dui.","positive",893,138,FALSE,FALSE,FALSE,FALSE,2021-04-12
949,"Lorem ipsum dolor sit amet, ut quis pellentesque amet vel mollis sed. In vel cum quam ex ornare in, non massa. Proin nibh, habitasse lobortis montes gravida aenean purus, nisl quis, magna donec. Ut finibus ullamcorper ut condimentum, sagittis lacinia amet fusce ut eros convallis suscipit donec nunc sociis. Ultricies ac ut vulputate semper facilisi neque aliquam venenatis. Nulla himenaeos blandit. Efficitur pharetra litora proin nulla at ridiculus leo praesent non. Mollis egestas ac odio eu nunc. Hac ante faucibus enim sodales ligula in at suscipit sodales cubilia ex. Tempus risus fermentum hac a. Quisque eleifend in tellus amet libero arcu! Non magna erat risus condimentum phasellus ultrices ipsum sed habitasse. Quis sed sollicitudin vel.","neutral",748,115,FALSE,TRUE,FALSE,FALSE,2023-08-01
950,"Lorem ipsum dolor sit amet, dolor quisque consectetur lectus faucibus eu ut. Donec, tempor ligula amet lectus aliquam, senectus proin sit posuere facilisi. Non, sed lorem mi nullam porttitor ex sem ligula, iaculis. Iaculis at vestibulum ex aliquam facilisis sit malesuada velit. Tempor eget per, venenatis at metus. Lorem fusce vehicula mi, amet sollicitudin, phasellus phasellus sit. Velit ac aliquet a in in ipsum dictumst suspendisse ultricies fames amet risus neque. Lacinia quam est ac bibendum ullamcorper sociosqu tincidunt habitasse, platea. Efficitur quis, et, et imperdiet ipsum. Turpis nam hac vel et, eu cum at sapien. Eget neque, vel maximus et id. Non nunc id, elementum vel felis ac, ac ante. Lacus habitasse pretium mauris nulla ullamcorper mauris. Rutrum egestas nec dignissim, vivamus mauris, sociis eu. Blandit facilisis etiam, dui neque. Praesent sed sed nec luctus in ex commodo ut, erat ac sed ut diam. Per porta ex vitae maecenas dictumst lacus in fermentum curabitur sed, ac. Justo eu gravida ligula sapien sed sed etiam per turpis sit aenean non.","neutral",1071,170,FALSE,FALSE,FALSE,FALSE,2020-10-30
951,"Lorem ipsum dolor sit amet, tempor sit consectetur dis, sociis aenean nec turpis vel sit. Vel purus malesuada justo scelerisque augue vitae purus semper. Ligula et ac, turpis in. Eu vel fringilla, iaculis nascetur massa sit. Luctus sed eget rhoncus commodo et sollicitudin, sit dui posuere. Cursus nec praesent urna potenti, mi sed. Convallis sed vel sodales ultricies donec in eleifend mi eu eu, efficitur. Posuere ex cum in nulla eu aptent purus, placerat, suspendisse in non vel. Curae mauris cum, eu ante metus scelerisque imperdiet vestibulum vulputate lobortis ac porttitor. Eleifend primis, bibendum facilisi magna iaculis accumsan. Enim eros natoque blandit ridiculus mollis turpis. Dignissim aliquam netus lectus magna parturient adipiscing interdum. Facilisi sed non nec habitasse tempor nec et, cubilia non a elit. Feugiat tristique nascetur rutrum diam. Tempor tristique ullamcorper dictumst vel.","neutral",908,135,FALSE,FALSE,FALSE,FALSE,2023-09-24
952,"Lorem ipsum dolor sit amet, tincidunt ac netus bibendum. Magnis felis, donec et at. Blandit nec ac tincidunt lobortis in ex sociis eleifend himenaeos. Adipiscing tempus penatibus tincidunt nullam eros, blandit donec aliquam enim, sit vehicula. Erat metus purus, ornare lacus. Ac nec bibendum interdum sed. Ultrices justo porta, semper ipsum potenti sem facilisi interdum. Habitasse rutrum auctor sit non donec? Tincidunt, risus ligula eget pellentesque non nullam convallis. Torquent, magnis sed litora varius. Eu dapibus augue mollis sed nunc, vitae et risus nisl posuere egestas proin taciti lorem. Erat pulvinar fringilla ut massa conubia, euismod. Vel placerat faucibus ut platea sociosqu mauris? Natoque, at ante elementum sed scelerisque diam ut. Nec sociis nisi lobortis blandit amet senectus justo lacus pharetra. Arcu platea class amet metus quis cubilia quisque eleifend diam turpis.","negative",893,132,TRUE,FALSE,FALSE,FALSE,2022-03-13
